Logradouro;Intervalo de Datas;Hora;Caminhao grande;Caminhao md/grd;Caminhao peq/md;Caminhao pequeno;Moto;Nao Reconhecido;Oibus grande;Oibus pequeno;Passeio grande;Passeio pequeno
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;23:00:00 - 23:14:59;0;1;2;0;8;1;2;0;12;87
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;23:15:00 - 23:29:59;0;1;0;0;0;1;0;0;11;68
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;23:30:00 - 23:44:59;0;0;0;0;1;0;0;0;10;52
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;9/6/2015;23:45:00 - 23:59:59;0;1;0;0;1;1;0;0;14;43
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;00:00:00 - 00:14:59;0;0;0;0;2;0;0;0;7;42
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;00:15:00 - 00:29:59;0;0;1;0;0;0;1;0;10;23
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;00:30:00 - 00:44:59;0;1;0;0;1;0;0;0;8;28
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;00:45:00 - 00:59:59;0;1;0;0;0;0;0;0;10;21
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;01:00:00 - 01:14:59;0;1;0;0;0;0;0;0;4;17
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;01:15:00 - 01:29:59;0;2;0;0;1;1;0;0;2;11
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;01:30:00 - 01:44:59;0;0;0;0;0;1;1;0;2;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;01:45:00 - 01:59:59;0;0;0;0;1;0;0;0;3;10
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;02:00:00 - 02:14:59;0;0;0;0;0;0;0;0;5;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;02:15:00 - 02:29:59;0;1;0;0;0;0;1;0;5;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;02:30:00 - 02:44:59;1;4;0;0;0;0;0;0;7;10
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;02:45:00 - 02:59:59;0;0;0;0;0;1;1;0;1;7
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;03:00:00 - 03:14:59;0;0;0;0;0;0;0;0;1;7
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;03:15:00 - 03:29:59;2;0;0;0;0;0;0;0;3;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;03:30:00 - 03:44:59;0;0;0;0;0;0;2;0;2;6
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;03:45:00 - 03:59:59;0;2;0;0;0;0;1;0;3;6
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;04:00:00 - 04:14:59;0;0;0;0;0;0;2;0;5;10
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;04:15:00 - 04:29:59;0;3;0;0;0;0;1;0;3;6
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;04:30:00 - 04:44:59;2;1;0;0;0;0;2;0;4;14
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;04:45:00 - 04:59:59;1;1;0;0;0;2;1;0;9;28
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;05:00:00 - 05:14:59;2;2;0;0;0;0;0;0;12;46
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;05:15:00 - 05:29:59;0;2;0;0;0;0;1;0;15;57
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;05:30:00 - 05:44:59;2;2;2;0;2;2;6;0;14;101
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;05:45:00 - 05:59:59;0;1;3;0;3;3;2;0;22;155
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;06:00:00 - 06:14:59;0;2;3;0;2;5;5;0;24;235
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;06:15:00 - 06:29:59;0;3;3;0;3;6;2;0;31;358
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;06:30:00 - 06:44:59;2;7;3;0;8;4;3;0;21;469
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;06:45:00 - 06:59:59;1;1;6;0;9;8;0;0;15;463
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;07:00:00 - 07:14:59;1;4;4;0;18;3;1;0;7;405
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;07:15:00 - 07:29:59;0;2;0;0;21;8;0;0;3;408
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;07:30:00 - 07:44:59;0;1;4;0;8;10;3;0;10;418
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;07:45:00 - 07:59:59;0;5;1;0;21;5;0;0;3;413
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;08:00:00 - 08:14:59;1;5;3;0;5;4;1;0;25;348
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;08:15:00 - 08:29:59;1;1;3;0;9;10;0;0;21;373
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;08:30:00 - 08:44:59;1;2;2;0;8;9;1;0;23;356
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;08:45:00 - 08:59:59;2;4;4;0;4;7;0;0;23;349
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;09:00:00 - 09:14:59;0;1;5;0;6;5;1;0;29;352
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;09:15:00 - 09:29:59;1;3;6;0;5;8;0;0;24;342
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;09:30:00 - 09:44:59;1;8;5;0;6;7;0;0;26;316
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;09:45:00 - 09:59:59;1;8;6;0;11;1;1;0;21;317
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;10:00:00 - 10:14:59;0;5;1;0;10;8;1;0;26;328
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;10:15:00 - 10:29:59;1;9;6;0;6;12;0;0;18;283
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;10:30:00 - 10:44:59;1;4;5;0;12;8;2;0;18;302
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;10:45:00 - 10:59:59;2;2;2;0;5;9;2;0;21;308
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;11:00:00 - 11:14:59;0;10;5;0;2;10;0;0;26;277
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;11:15:00 - 11:29:59;1;6;5;0;5;9;1;0;31;257
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;11:30:00 - 11:44:59;0;10;4;0;1;5;0;0;32;299
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;11:45:00 - 11:59:59;1;2;7;0;4;11;2;0;29;316
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;12:00:00 - 12:14:59;0;4;1;0;6;10;2;0;38;286
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;12:15:00 - 12:29:59;3;7;8;0;6;9;1;0;21;302
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;12:30:00 - 12:44:59;0;6;1;0;2;4;1;0;30;305
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;12:45:00 - 12:59:59;2;2;1;0;4;13;1;0;34;319
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;13:00:00 - 13:14:59;0;1;5;0;2;6;2;0;28;293
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;13:15:00 - 13:29:59;3;4;5;0;3;7;1;0;16;319
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;13:30:00 - 13:44:59;0;3;3;0;5;5;2;0;26;352
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;13:45:00 - 13:59:59;1;6;6;0;5;9;1;0;18;359
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;14:00:00 - 14:14:59;1;3;7;0;5;8;2;0;27;325
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;14:15:00 - 14:29:59;1;3;6;0;4;6;2;0;23;302
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;14:30:00 - 14:44:59;0;5;5;0;4;4;1;0;29;332
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;14:45:00 - 14:59:59;0;6;5;0;8;12;4;0;17;329
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;15:00:00 - 15:14:59;0;8;5;0;7;7;1;0;34;280
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;15:15:00 - 15:29:59;0;8;4;0;7;7;1;0;12;313
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;15:30:00 - 15:44:59;1;5;3;0;8;5;0;0;27;284
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;15:45:00 - 15:59:59;3;4;6;0;6;5;2;0;24;273
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;16:00:00 - 16:14:59;1;7;1;0;8;11;3;0;24;275
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;16:15:00 - 16:29:59;1;3;2;0;3;8;0;0;26;286
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;16:30:00 - 16:44:59;0;8;6;0;3;6;0;0;21;327
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;16:45:00 - 16:59:59;0;7;5;0;3;6;0;0;18;335
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;17:00:00 - 17:14:59;0;3;5;0;5;10;1;0;21;348
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;17:15:00 - 17:29:59;1;7;3;0;15;9;9;0;22;397
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;17:30:00 - 17:44:59;1;5;1;0;4;10;2;0;22;423
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;17:45:00 - 17:59:59;4;6;5;0;14;9;3;0;16;426
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;18:00:00 - 18:14:59;0;5;0;0;9;10;4;0;16;370
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;18:15:00 - 18:29:59;1;0;2;0;9;7;3;0;18;356
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;18:30:00 - 18:44:59;0;1;1;0;2;5;0;0;12;170
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;20:00:00 - 20:14:59;0;1;5;0;5;5;1;0;12;233
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;20:15:00 - 20:29:59;2;2;5;0;4;5;2;0;20;264
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;20:30:00 - 20:44:59;1;0;3;0;8;7;1;0;16;251
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;20:45:00 - 20:59:59;0;2;2;0;2;5;2;0;23;206
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;21:00:00 - 21:14:59;0;0;1;0;5;4;2;0;14;217
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;21:15:00 - 21:29:59;2;0;1;0;4;5;3;0;21;248
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;21:30:00 - 21:44:59;0;2;0;0;5;2;0;0;23;217
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;21:45:00 - 21:59:59;1;0;1;0;4;2;2;0;25;175
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;22:00:00 - 22:14:59;0;1;1;0;1;0;1;0;18;180
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;22:15:00 - 22:29:59;0;0;1;0;1;3;2;0;14;129
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;22:30:00 - 22:44:59;0;0;2;0;0;2;1;0;14;130
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;22:45:00 - 22:59:59;0;3;1;0;1;2;1;0;12;75
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;23:00:00 - 23:14:59;0;1;1;0;0;4;2;0;7;80
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;23:15:00 - 23:29:59;0;0;0;0;0;0;0;0;13;55
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;23:30:00 - 23:44:59;0;0;0;0;0;1;2;0;4;44
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;10/6/2015;23:45:00 - 23:59:59;0;2;0;0;0;0;0;0;9;45
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;00:00:00 - 00:14:59;0;2;0;0;1;2;1;0;17;50
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;00:15:00 - 00:29:59;1;1;0;0;1;2;1;0;14;44
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;00:30:00 - 00:44:59;0;0;0;0;0;0;0;0;10;27
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;00:45:00 - 00:59:59;0;0;0;0;0;1;1;0;10;25
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;01:00:00 - 01:14:59;0;1;1;0;0;1;2;0;6;34
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;01:15:00 - 01:29:59;0;0;0;0;2;1;1;0;2;15
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;01:30:00 - 01:44:59;1;0;0;0;0;0;0;0;2;16
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;01:45:00 - 01:59:59;0;1;0;0;0;2;1;0;8;10
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;02:00:00 - 02:14:59;0;1;0;0;0;0;0;0;3;7
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;02:15:00 - 02:29:59;0;0;0;0;0;0;1;0;3;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;02:30:00 - 02:44:59;0;1;0;0;0;0;0;0;7;13
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;02:45:00 - 02:59:59;0;2;0;0;0;0;0;0;5;7
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;03:00:00 - 03:14:59;0;0;0;0;0;0;1;0;3;3
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;03:15:00 - 03:29:59;2;0;0;0;0;1;2;0;2;8
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;03:30:00 - 03:44:59;0;0;0;0;0;0;1;0;6;7
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;03:45:00 - 03:59:59;0;2;0;0;0;2;1;0;6;9
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;04:00:00 - 04:14:59;0;1;0;0;0;0;2;0;4;7
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;04:15:00 - 04:29:59;0;0;0;0;0;1;1;0;4;6
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;04:30:00 - 04:44:59;0;0;0;0;1;0;2;0;5;10
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;04:45:00 - 04:59:59;1;0;0;0;0;0;3;0;8;21
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;05:00:00 - 05:14:59;4;1;2;0;0;0;4;0;9;33
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;05:15:00 - 05:29:59;1;1;2;0;2;1;7;0;11;54
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;05:30:00 - 05:44:59;1;2;0;0;0;0;1;0;19;93
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;05:45:00 - 05:59:59;0;4;4;0;2;5;2;0;23;153
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;06:00:00 - 06:14:59;0;2;2;0;4;7;3;0;22;269
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;06:15:00 - 06:29:59;1;3;3;0;3;10;5;0;35;406
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;06:30:00 - 06:44:59;1;4;2;0;7;8;0;0;22;485
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;06:45:00 - 06:59:59;1;0;3;0;24;1;3;0;2;361
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;07:00:00 - 07:14:59;1;2;2;0;28;3;0;0;8;419
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;07:15:00 - 07:29:59;2;0;2;0;34;1;1;0;4;342
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;07:30:00 - 07:44:59;0;2;0;0;43;0;1;0;2;352
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;07:45:00 - 07:59:59;0;2;3;0;24;3;0;0;1;360
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;08:00:00 - 08:14:59;1;1;2;0;22;6;0;0;6;354
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;08:15:00 - 08:29:59;0;4;3;0;7;12;1;0;28;386
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;08:30:00 - 08:44:59;0;5;3;0;11;12;3;0;17;332
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;08:45:00 - 08:59:59;2;4;8;0;8;4;0;0;29;367
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;09:00:00 - 09:14:59;1;5;7;0;7;3;0;0;23;329
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;09:15:00 - 09:29:59;2;6;7;0;7;6;2;0;20;338
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;09:30:00 - 09:44:59;2;4;4;0;9;4;0;0;24;349
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;09:45:00 - 09:59:59;0;6;4;0;8;10;1;0;30;338
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;10:00:00 - 10:14:59;1;10;12;0;5;8;0;0;30;305
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;10:15:00 - 10:29:59;1;5;7;0;8;9;1;0;25;294
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;10:30:00 - 10:44:59;0;8;9;0;3;12;2;0;14;303
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;10:45:00 - 10:59:59;1;3;6;0;10;13;1;0;23;290
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;11:00:00 - 11:14:59;2;5;7;0;8;5;0;0;25;258
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;11:15:00 - 11:29:59;3;6;5;0;2;7;1;0;28;290
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;11:30:00 - 11:44:59;0;3;4;0;5;10;3;0;26;284
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;11:45:00 - 11:59:59;1;3;3;0;4;8;2;0;32;325
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;12:00:00 - 12:14:59;1;2;4;0;8;7;1;0;31;302
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;12:15:00 - 12:29:59;0;4;4;0;5;7;1;0;38;324
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;12:30:00 - 12:44:59;0;7;5;0;7;10;4;0;37;306
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;12:45:00 - 12:59:59;1;2;0;0;10;3;1;0;35;291
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;13:00:00 - 13:14:59;1;3;3;0;4;3;1;0;22;323
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;13:15:00 - 13:29:59;0;3;4;0;8;6;1;0;27;337
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;13:30:00 - 13:44:59;0;2;4;0;5;11;1;0;17;333
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;13:45:00 - 13:59:59;0;5;5;0;7;9;1;0;16;339
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;14:00:00 - 14:14:59;2;5;5;0;9;9;0;0;14;327
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;14:15:00 - 14:29:59;1;3;0;0;3;8;1;0;18;331
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;14:30:00 - 14:44:59;1;6;3;0;4;9;1;0;16;311
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;14:45:00 - 14:59:59;0;6;5;0;4;8;1;0;16;305
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;15:00:00 - 15:14:59;0;7;4;0;4;6;2;0;11;323
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;15:15:00 - 15:29:59;0;4;4;0;3;11;3;0;10;305
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;15:30:00 - 15:44:59;0;3;5;0;6;4;1;0;14;327
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;15:45:00 - 15:59:59;2;3;8;0;7;3;0;0;14;339
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;16:00:00 - 16:14:59;1;2;3;0;8;5;1;0;18;339
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;16:15:00 - 16:29:59;0;7;9;0;7;4;2;0;8;353
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;16:30:00 - 16:44:59;1;7;5;0;10;11;3;0;9;341
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;16:45:00 - 16:59:59;0;4;3;0;8;6;2;0;10;370
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;17:00:00 - 17:14:59;1;5;2;0;5;7;2;0;16;319
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;17:15:00 - 17:29:59;2;2;5;0;6;11;2;0;16;353
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;17:30:00 - 17:44:59;2;2;7;0;9;9;1;0;14;364
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;17:45:00 - 17:59:59;0;1;1;0;3;8;0;0;18;339
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;18:00:00 - 18:14:59;1;4;0;0;3;9;6;0;19;409
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;18:15:00 - 18:29:59;0;1;2;0;4;4;2;0;22;366
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;18:30:00 - 18:44:59;0;1;0;0;2;2;1;0;3;125
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;20:00:00 - 20:14:59;0;1;2;0;4;2;0;0;20;211
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;20:15:00 - 20:29:59;0;2;0;0;4;3;2;0;15;278
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;20:30:00 - 20:44:59;0;0;2;0;6;3;1;0;21;220
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;20:45:00 - 20:59:59;0;0;3;0;8;7;0;0;13;210
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;21:00:00 - 21:14:59;0;0;0;0;2;1;2;0;16;207
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;21:15:00 - 21:29:59;0;0;1;0;6;8;1;0;6;224
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;21:30:00 - 21:44:59;0;0;1;0;2;5;1;0;15;217
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;21:45:00 - 21:59:59;1;1;0;0;9;3;0;0;14;227
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;22:00:00 - 22:14:59;1;1;0;0;1;2;1;0;17;184
AVENIDA BOA VIAGEM - ENTRE OS NRS. 6114 E 5888;11/6/2015;22:15:00 - 22:29:59;0;1;1;0;5;7;1;0;11;158
